,tract,serial_number,repeat_index,age,sex,individual_income
15377,301,2011000472777,0,18-34,M,0-20000
15378,500,2011000472777,0,18-34,M,0-20000
15379,800,2011000472777,0,18-34,M,0-20000
15380,902,2011000472777,0,18-34,M,0-20000
15381,1000,2011000472777,0,18-34,M,0-20000
15382,1201,2011000472777,0,18-34,M,0-20000
15383,1203,2011000472777,0,18-34,M,<=0
15384,1205,2011000472777,0,18-34,M,0-20000
15385,1301,2011000472777,0,18-34,M,0-20000
15386,5300,2011000472777,0,18-34,M,0-20000
15387,5401,2011000472777,0,18-34,M,<=0
15388,5500,2011000472777,0,18-34,M,0-20000
15389,5600,2011000472777,0,18-34,M,<=0
15390,5701,2011000472777,0,18-34,M,0-20000
15391,10100,2011000472777,0,18-34,M,0-20000
15392,10204,2011000472777,0,18-34,M,0-20000
15393,10400,2011000472777,0,18-34,M,0-20000
15394,10601,2011000472777,0,18-34,M,0-20000
15395,10603,2011000472777,0,18-34,M,20000-40000
15396,10700,2011000472777,0,18-34,M,0-20000
15397,10900,2011000472777,0,18-34,M,0-20000
15398,11000,2011000472777,0,18-34,M,0-20000
15399,301,2011000472777,0,18-34,M,0-20000
15400,500,2011000472777,0,18-34,M,20000-40000
15401,800,2011000472777,0,18-34,M,20000-40000
15402,902,2011000472777,0,18-34,M,0-20000
15403,1000,2011000472777,0,18-34,M,20000-40000
15404,1201,2011000472777,0,18-34,M,0-20000
15405,1203,2011000472777,0,18-34,M,0-20000
15406,1205,2011000472777,0,18-34,M,40000-80000
15407,1301,2011000472777,0,18-34,M,0-20000
15408,5300,2011000472777,0,18-34,M,<=0
15409,5401,2011000472777,0,18-34,M,0-20000
15410,5500,2011000472777,0,18-34,M,<=0
15411,5600,2011000472777,0,18-34,M,0-20000
15412,5701,2011000472777,0,18-34,M,80000-100000
15413,10100,2011000472777,0,18-34,M,0-20000
15414,10204,2011000472777,0,18-34,M,0-20000
15415,10400,2011000472777,0,18-34,M,<=0
15416,10601,2011000472777,0,18-34,M,0-20000
15417,10603,2011000472777,0,18-34,M,0-20000
15418,10700,2011000472777,0,18-34,M,0-20000
15419,10900,2011000472777,0,18-34,M,0-20000
15420,11000,2011000472777,0,18-34,M,20000-40000
15421,10900,2011000474406,0,65+,F,<=0
15422,200,2011000475032,0,35-64,M,40000-80000
15423,301,2011000475032,0,35-64,M,40000-80000
15424,302,2011000475032,0,35-64,M,40000-80000
15425,401,2011000475032,0,35-64,M,<=0
15426,402,2011000475032,0,35-64,M,<=0
15427,500,2011000475032,0,35-64,M,0-20000
15428,700,2011000475032,0,35-64,M,80000-100000
15429,800,2011000475032,0,35-64,M,80000-100000
15430,901,2011000475032,0,35-64,M,40000-80000
15431,902,2011000475032,0,35-64,M,40000-80000
15432,1000,2011000475032,0,35-64,M,0-20000
15433,1100,2011000475032,0,35-64,M,40000-80000
15434,1201,2011000475032,0,35-64,M,20000-40000
15435,1203,2011000475032,0,35-64,M,<=0
15436,1204,2011000475032,0,35-64,M,<=0
15437,1205,2011000475032,0,35-64,M,0-20000
15438,1206,2011000475032,0,35-64,M,20000-40000
15439,1301,2011000475032,0,35-64,M,20000-40000
15440,1302,2011000475032,0,35-64,M,80000-100000
15441,1400,2011000475032,0,35-64,M,0-20000
15442,5300,2011000475032,0,35-64,M,<=0
15443,5401,2011000475032,0,35-64,M,40000-80000
15444,5402,2011000475032,0,35-64,M,40000-80000
15445,5500,2011000475032,0,35-64,M,<=0
15446,5600,2011000475032,0,35-64,M,20000-40000
15447,5701,2011000475032,0,35-64,M,0-20000
15448,5702,2011000475032,0,35-64,M,40000-80000
15449,5800,2011000475032,0,35-64,M,<=0
15450,5900,2011000475032,0,35-64,M,40000-80000
15451,6000,2011000475032,0,35-64,M,80000-100000
15452,10100,2011000475032,0,35-64,M,0-20000
15453,10204,2011000475032,0,35-64,M,80000-100000
15454,10300,2011000475032,0,35-64,M,20000-40000
15455,10400,2011000475032,0,35-64,M,<=0
15456,10500,2011000475032,0,35-64,M,<=0
15457,10601,2011000475032,0,35-64,M,0-20000
15458,10603,2011000475032,0,35-64,M,40000-80000
15459,10604,2011000475032,0,35-64,M,80000-100000
15460,10700,2011000475032,0,35-64,M,<=0
15461,10800,2011000475032,0,35-64,M,40000-80000
15462,10900,2011000475032,0,35-64,M,0-20000
15463,10900,2011000475032,1,35-64,M,40000-80000
15464,11000,2011000475032,0,35-64,M,0-20000
15465,11100,2011000475032,0,35-64,M,40000-80000
15466,200,2011000475032,0,18-34,F,0-20000
15467,301,2011000475032,0,18-34,F,0-20000
15468,302,2011000475032,0,18-34,F,20000-40000
15469,401,2011000475032,0,18-34,F,0-20000
15470,402,2011000475032,0,18-34,F,0-20000
15471,500,2011000475032,0,18-34,F,<=0
15472,700,2011000475032,0,18-34,F,0-20000
15473,800,2011000475032,0,18-34,F,0-20000
15474,901,2011000475032,0,18-34,F,20000-40000
15475,902,2011000475032,0,18-34,F,0-20000
15476,1000,2011000475032,0,18-34,F,0-20000
15477,1100,2011000475032,0,18-34,F,<=0
15478,1201,2011000475032,0,18-34,F,0-20000
15479,1203,2011000475032,0,18-34,F,0-20000
15480,1204,2011000475032,0,18-34,F,0-20000
15481,1205,2011000475032,0,18-34,F,<=0
15482,1206,2011000475032,0,18-34,F,<=0
15483,1301,2011000475032,0,18-34,F,0-20000
15484,1302,2011000475032,0,18-34,F,20000-40000
15485,1400,2011000475032,0,18-34,F,0-20000
15486,5300,2011000475032,0,18-34,F,0-20000
15487,5401,2011000475032,0,18-34,F,0-20000
15488,5402,2011000475032,0,18-34,F,<=0
15489,5500,2011000475032,0,18-34,F,0-20000
15490,5600,2011000475032,0,18-34,F,20000-40000
15491,5701,2011000475032,0,18-34,F,<=0
15492,5702,2011000475032,0,18-34,F,0-20000
15493,5800,2011000475032,0,18-34,F,20000-40000
15494,5900,2011000475032,0,18-34,F,0-20000
15495,6000,2011000475032,0,18-34,F,<=0
15496,10100,2011000475032,0,18-34,F,<=0
15497,10204,2011000475032,0,18-34,F,0-20000
15498,10300,2011000475032,0,18-34,F,0-20000
15499,10400,2011000475032,0,18-34,F,0-20000
15500,10500,2011000475032,0,18-34,F,0-20000
15501,10601,2011000475032,0,18-34,F,20000-40000
15502,10603,2011000475032,0,18-34,F,<=0
15503,10604,2011000475032,0,18-34,F,0-20000
15504,10700,2011000475032,0,18-34,F,40000-80000
15505,10800,2011000475032,0,18-34,F,<=0
15506,10900,2011000475032,0,18-34,F,0-20000
15507,10900,2011000475032,1,18-34,F,40000-80000
15508,11000,2011000475032,0,18-34,F,0-20000
15509,11100,2011000475032,0,18-34,F,40000-80000
15510,200,2011000475032,0,0-17,F,<=0
15511,301,2011000475032,0,0-17,F,<=0
15512,302,2011000475032,0,0-17,F,<=0
15513,401,2011000475032,0,0-17,F,<=0
15514,402,2011000475032,0,0-17,F,<=0
15515,500,2011000475032,0,0-17,F,<=0
15516,700,2011000475032,0,0-17,F,<=0
15517,800,2011000475032,0,0-17,F,<=0
15518,901,2011000475032,0,0-17,F,<=0
15519,902,2011000475032,0,0-17,F,<=0
15520,1000,2011000475032,0,0-17,F,<=0
15521,1100,2011000475032,0,0-17,F,<=0
15522,1201,2011000475032,0,0-17,F,<=0
15523,1203,2011000475032,0,0-17,F,<=0
15524,1204,2011000475032,0,0-17,F,<=0
15525,1205,2011000475032,0,0-17,F,<=0
15526,1206,2011000475032,0,0-17,F,<=0
15527,1301,2011000475032,0,0-17,F,<=0
15528,1302,2011000475032,0,0-17,F,<=0
15529,1400,2011000475032,0,0-17,F,<=0
15530,5300,2011000475032,0,0-17,F,<=0
15531,5401,2011000475032,0,0-17,F,<=0
15532,5402,2011000475032,0,0-17,F,<=0
15533,5500,2011000475032,0,0-17,F,<=0
15534,5600,2011000475032,0,0-17,F,<=0
15535,5701,2011000475032,0,0-17,F,0-20000
15536,5702,2011000475032,0,0-17,F,<=0
15537,5800,2011000475032,0,0-17,F,<=0
15538,5900,2011000475032,0,0-17,F,<=0
15539,6000,2011000475032,0,0-17,F,<=0
15540,10100,2011000475032,0,0-17,F,<=0
15541,10204,2011000475032,0,0-17,F,<=0
15542,10300,2011000475032,0,0-17,F,<=0
15543,10400,2011000475032,0,0-17,F,<=0
15544,10500,2011000475032,0,0-17,F,<=0
15545,10601,2011000475032,0,0-17,F,<=0
15546,10603,2011000475032,0,0-17,F,<=0
15547,10604,2011000475032,0,0-17,F,<=0
15548,10700,2011000475032,0,0-17,F,<=0
15549,10800,2011000475032,0,0-17,F,<=0
15550,10900,2011000475032,0,0-17,F,<=0
15551,10900,2011000475032,1,0-17,F,<=0
15552,11000,2011000475032,0,0-17,F,<=0
15553,11100,2011000475032,0,0-17,F,0-20000
15554,200,2011000475032,0,0-17,M,<=0
15555,301,2011000475032,0,0-17,M,<=0
15556,302,2011000475032,0,0-17,M,<=0
15557,401,2011000475032,0,0-17,M,<=0
15558,402,2011000475032,0,0-17,M,<=0
15559,500,2011000475032,0,0-17,M,<=0
15560,700,2011000475032,0,0-17,M,<=0
15561,800,2011000475032,0,0-17,M,<=0
15562,901,2011000475032,0,0-17,M,<=0
15563,902,2011000475032,0,0-17,M,<=0
15564,1000,2011000475032,0,0-17,M,<=0
15565,1100,2011000475032,0,0-17,M,<=0
15566,1201,2011000475032,0,0-17,M,<=0
15567,1203,2011000475032,0,0-17,M,<=0
15568,1204,2011000475032,0,0-17,M,<=0
15569,1205,2011000475032,0,0-17,M,<=0
15570,1206,2011000475032,0,0-17,M,<=0
15571,1301,2011000475032,0,0-17,M,<=0
15572,1302,2011000475032,0,0-17,M,<=0
15573,1400,2011000475032,0,0-17,M,<=0
15574,5300,2011000475032,0,0-17,M,<=0
15575,5401,2011000475032,0,0-17,M,0-20000
15576,5402,2011000475032,0,0-17,M,<=0
15577,5500,2011000475032,0,0-17,M,<=0
15578,5600,2011000475032,0,0-17,M,<=0
15579,5701,2011000475032,0,0-17,M,0-20000
15580,5702,2011000475032,0,0-17,M,<=0
15581,5800,2011000475032,0,0-17,M,<=0
15582,5900,2011000475032,0,0-17,M,<=0
15583,6000,2011000475032,0,0-17,M,0-20000
15584,10100,2011000475032,0,0-17,M,<=0
15585,10204,2011000475032,0,0-17,M,<=0
15586,10300,2011000475032,0,0-17,M,<=0
15587,10400,2011000475032,0,0-17,M,<=0
15588,10500,2011000475032,0,0-17,M,<=0
15589,10601,2011000475032,0,0-17,M,<=0
15590,10603,2011000475032,0,0-17,M,<=0
15591,10604,2011000475032,0,0-17,M,<=0
15592,10700,2011000475032,0,0-17,M,<=0
15593,10800,2011000475032,0,0-17,M,<=0
15594,10900,2011000475032,0,0-17,M,<=0
15595,10900,2011000475032,1,0-17,M,<=0
15596,11000,2011000475032,0,0-17,M,<=0
15597,11100,2011000475032,0,0-17,M,<=0
15598,200,2011000475032,0,0-17,M,<=0
15599,301,2011000475032,0,0-17,M,<=0
15600,302,2011000475032,0,0-17,M,<=0
15601,401,2011000475032,0,0-17,M,<=0
15602,402,2011000475032,0,0-17,M,<=0
15603,500,2011000475032,0,0-17,M,<=0
15604,700,2011000475032,0,0-17,M,<=0
15605,800,2011000475032,0,0-17,M,<=0
15606,901,2011000475032,0,0-17,M,<=0
15607,902,2011000475032,0,0-17,M,<=0
15608,1000,2011000475032,0,0-17,M,0-20000
15609,1100,2011000475032,0,0-17,M,<=0
15610,1201,2011000475032,0,0-17,M,<=0
15611,1203,2011000475032,0,0-17,M,<=0
15612,1204,2011000475032,0,0-17,M,<=0
15613,1205,2011000475032,0,0-17,M,<=0
15614,1206,2011000475032,0,0-17,M,<=0
15615,1301,2011000475032,0,0-17,M,<=0
15616,1302,2011000475032,0,0-17,M,<=0
15617,1400,2011000475032,0,0-17,M,<=0
15618,5300,2011000475032,0,0-17,M,<=0
15619,5401,2011000475032,0,0-17,M,<=0
15620,5402,2011000475032,0,0-17,M,<=0
15621,5500,2011000475032,0,0-17,M,<=0
15622,5600,2011000475032,0,0-17,M,<=0
15623,5701,2011000475032,0,0-17,M,<=0
15624,5702,2011000475032,0,0-17,M,<=0
15625,5800,2011000475032,0,0-17,M,<=0
15626,5900,2011000475032,0,0-17,M,<=0
15627,6000,2011000475032,0,0-17,M,<=0
15628,10100,2011000475032,0,0-17,M,<=0
15629,10204,2011000475032,0,0-17,M,<=0
15630,10300,2011000475032,0,0-17,M,<=0
15631,10400,2011000475032,0,0-17,M,<=0
15632,10500,2011000475032,0,0-17,M,<=0
15633,10601,2011000475032,0,0-17,M,<=0
15634,10603,2011000475032,0,0-17,M,<=0
15635,10604,2011000475032,0,0-17,M,<=0
15636,10700,2011000475032,0,0-17,M,<=0
15637,10800,2011000475032,0,0-17,M,<=0
15638,10900,2011000475032,0,0-17,M,<=0
15639,10900,2011000475032,1,0-17,M,<=0
15640,11000,2011000475032,0,0-17,M,<=0
15641,11100,2011000475032,0,0-17,M,<=0
15642,200,2011000475032,0,0-17,M,<=0
15643,301,2011000475032,0,0-17,M,<=0
15644,302,2011000475032,0,0-17,M,<=0
15645,401,2011000475032,0,0-17,M,<=0
15646,402,2011000475032,0,0-17,M,<=0
15647,500,2011000475032,0,0-17,M,<=0
15648,700,2011000475032,0,0-17,M,<=0
15649,800,2011000475032,0,0-17,M,<=0
15650,901,2011000475032,0,0-17,M,<=0
15651,902,2011000475032,0,0-17,M,<=0
15652,1000,2011000475032,0,0-17,M,<=0
15653,1100,2011000475032,0,0-17,M,<=0
15654,1201,2011000475032,0,0-17,M,<=0
15655,1203,2011000475032,0,0-17,M,<=0
15656,1204,2011000475032,0,0-17,M,<=0
15657,1205,2011000475032,0,0-17,M,<=0
15658,1206,2011000475032,0,0-17,M,<=0
15659,1301,2011000475032,0,0-17,M,<=0
15660,1302,2011000475032,0,0-17,M,<=0
15661,1400,2011000475032,0,0-17,M,<=0
15662,5300,2011000475032,0,0-17,M,<=0
15663,5401,2011000475032,0,0-17,M,<=0
15664,5402,2011000475032,0,0-17,M,<=0
15665,5500,2011000475032,0,0-17,M,<=0
15666,5600,2011000475032,0,0-17,M,<=0
15667,5701,2011000475032,0,0-17,M,<=0
15668,5702,2011000475032,0,0-17,M,<=0
15669,5800,2011000475032,0,0-17,M,<=0
15670,5900,2011000475032,0,0-17,M,<=0
15671,6000,2011000475032,0,0-17,M,<=0
15672,10100,2011000475032,0,0-17,M,<=0
15673,10204,2011000475032,0,0-17,M,<=0
15674,10300,2011000475032,0,0-17,M,<=0
15675,10400,2011000475032,0,0-17,M,<=0
15676,10500,2011000475032,0,0-17,M,<=0
15677,10601,2011000475032,0,0-17,M,<=0
15678,10603,2011000475032,0,0-17,M,<=0
15679,10604,2011000475032,0,0-17,M,<=0
15680,10700,2011000475032,0,0-17,M,<=0
15681,10800,2011000475032,0,0-17,M,<=0
15682,10900,2011000475032,0,0-17,M,<=0
15683,10900,2011000475032,1,0-17,M,<=0
15684,11000,2011000475032,0,0-17,M,<=0
15685,11100,2011000475032,0,0-17,M,<=0
15686,200,2011000475032,0,0-17,M,<=0
15687,301,2011000475032,0,0-17,M,<=0
15688,302,2011000475032,0,0-17,M,<=0
15689,401,2011000475032,0,0-17,M,<=0
15690,402,2011000475032,0,0-17,M,<=0
15691,500,2011000475032,0,0-17,M,<=0
15692,700,2011000475032,0,0-17,M,<=0
15693,800,2011000475032,0,0-17,M,<=0
15694,901,2011000475032,0,0-17,M,<=0
15695,902,2011000475032,0,0-17,M,<=0
15696,1000,2011000475032,0,0-17,M,<=0
15697,1100,2011000475032,0,0-17,M,<=0
15698,1201,2011000475032,0,0-17,M,<=0
15699,1203,2011000475032,0,0-17,M,<=0
15700,1204,2011000475032,0,0-17,M,<=0
15701,1205,2011000475032,0,0-17,M,<=0
15702,1206,2011000475032,0,0-17,M,<=0
15703,1301,2011000475032,0,0-17,M,<=0
15704,1302,2011000475032,0,0-17,M,<=0
15705,1400,2011000475032,0,0-17,M,<=0
15706,5300,2011000475032,0,0-17,M,<=0
15707,5401,2011000475032,0,0-17,M,<=0
15708,5402,2011000475032,0,0-17,M,<=0
15709,5500,2011000475032,0,0-17,M,<=0
15710,5600,2011000475032,0,0-17,M,<=0
15711,5701,2011000475032,0,0-17,M,<=0
15712,5702,2011000475032,0,0-17,M,<=0
15713,5800,2011000475032,0,0-17,M,<=0
15714,5900,2011000475032,0,0-17,M,<=0
15715,6000,2011000475032,0,0-17,M,<=0
15716,10100,2011000475032,0,0-17,M,<=0
15717,10204,2011000475032,0,0-17,M,<=0
15718,10300,2011000475032,0,0-17,M,<=0
15719,10400,2011000475032,0,0-17,M,<=0
15720,10500,2011000475032,0,0-17,M,<=0
15721,10601,2011000475032,0,0-17,M,<=0
15722,10603,2011000475032,0,0-17,M,<=0
15723,10604,2011000475032,0,0-17,M,<=0
15724,10700,2011000475032,0,0-17,M,<=0
15725,10800,2011000475032,0,0-17,M,<=0
15726,10900,2011000475032,0,0-17,M,<=0
15727,10900,2011000475032,1,0-17,M,<=0
15728,11000,2011000475032,0,0-17,M,<=0
15729,11100,2011000475032,0,0-17,M,<=0
15730,200,2011000476641,0,18-34,M,<=0
15731,301,2011000476641,0,18-34,M,0-20000
15732,301,2011000476641,1,18-34,M,0-20000
15733,302,2011000476641,0,18-34,M,0-20000
15734,302,2011000476641,1,18-34,M,<=0
15735,401,2011000476641,0,18-34,M,0-20000
15736,402,2011000476641,0,18-34,M,0-20000
15737,500,2011000476641,0,18-34,M,0-20000
15738,500,2011000476641,1,18-34,M,0-20000
15739,700,2011000476641,0,18-34,M,0-20000
15740,800,2011000476641,0,18-34,M,<=0
15741,800,2011000476641,1,18-34,M,<=0
15742,901,2011000476641,0,18-34,M,0-20000
15743,901,2011000476641,1,18-34,M,0-20000
15744,902,2011000476641,0,18-34,M,0-20000
15745,902,2011000476641,1,18-34,M,0-20000
15746,1000,2011000476641,0,18-34,M,80000-100000
15747,1000,2011000476641,1,18-34,M,<=0
15748,1100,2011000476641,0,18-34,M,0-20000
15749,1100,2011000476641,1,18-34,M,<=0
15750,1201,2011000476641,0,18-34,M,0-20000
15751,1201,2011000476641,1,18-34,M,0-20000
15752,1203,2011000476641,0,18-34,M,40000-80000
15753,1203,2011000476641,1,18-34,M,0-20000
15754,1204,2011000476641,0,18-34,M,<=0
15755,1205,2011000476641,0,18-34,M,0-20000
15756,1205,2011000476641,1,18-34,M,20000-40000
15757,1206,2011000476641,0,18-34,M,0-20000
15758,1301,2011000476641,0,18-34,M,20000-40000
15759,1301,2011000476641,1,18-34,M,0-20000
15760,1302,2011000476641,0,18-34,M,40000-80000
15761,1302,2011000476641,1,18-34,M,0-20000
15762,1400,2011000476641,0,18-34,M,0-20000
15763,5300,2011000476641,0,18-34,M,0-20000
15764,5300,2011000476641,1,18-34,M,20000-40000
15765,5401,2011000476641,0,18-34,M,20000-40000
15766,5401,2011000476641,1,18-34,M,0-20000
15767,5402,2011000476641,0,18-34,M,0-20000
15768,5500,2011000476641,0,18-34,M,0-20000
15769,5500,2011000476641,1,18-34,M,40000-80000
15770,5600,2011000476641,0,18-34,M,0-20000
15771,5600,2011000476641,1,18-34,M,0-20000
15772,5701,2011000476641,0,18-34,M,<=0
15773,5701,2011000476641,1,18-34,M,<=0
15774,5702,2011000476641,0,18-34,M,0-20000
15775,5800,2011000476641,0,18-34,M,0-20000
15776,5900,2011000476641,0,18-34,M,40000-80000
15777,6000,2011000476641,0,18-34,M,0-20000
15778,10100,2011000476641,0,18-34,M,0-20000
15779,10100,2011000476641,1,18-34,M,40000-80000
15780,10204,2011000476641,0,18-34,M,<=0
15781,10204,2011000476641,1,18-34,M,0-20000
15782,10300,2011000476641,0,18-34,M,0-20000
15783,10400,2011000476641,0,18-34,M,0-20000
15784,10400,2011000476641,1,18-34,M,40000-80000
15785,10500,2011000476641,0,18-34,M,<=0
15786,10500,2011000476641,1,18-34,M,20000-40000
15787,10601,2011000476641,0,18-34,M,0-20000
15788,10601,2011000476641,1,18-34,M,0-20000
15789,10603,2011000476641,0,18-34,M,0-20000
15790,10603,2011000476641,1,18-34,M,0-20000
15791,10604,2011000476641,0,18-34,M,0-20000
15792,10700,2011000476641,0,18-34,M,0-20000
15793,10700,2011000476641,1,18-34,M,20000-40000
15794,10800,2011000476641,0,18-34,M,0-20000
15795,10800,2011000476641,1,18-34,M,20000-40000
15796,10900,2011000476641,0,18-34,M,0-20000
15797,10900,2011000476641,1,18-34,M,<=0
15798,10900,2011000476641,2,18-34,M,20000-40000
15799,11000,2011000476641,0,18-34,M,40000-80000
15800,11000,2011000476641,1,18-34,M,<=0
15801,11100,2011000476641,0,18-34,M,0-20000
15802,301,2011000478107,0,35-64,F,<=0
15803,302,2011000478107,0,35-64,F,40000-80000
15804,500,2011000478107,0,35-64,F,20000-40000
15805,700,2011000478107,0,35-64,F,0-20000
15806,800,2011000478107,0,35-64,F,80000-100000
15807,901,2011000478107,0,35-64,F,<=0
15808,902,2011000478107,0,35-64,F,20000-40000
15809,1000,2011000478107,0,35-64,F,<=0
15810,1100,2011000478107,0,35-64,F,0-20000
15811,1201,2011000478107,0,35-64,F,40000-80000
15812,1203,2011000478107,0,35-64,F,<=0
15813,1205,2011000478107,0,35-64,F,<=0
15814,1301,2011000478107,0,35-64,F,40000-80000
15815,1302,2011000478107,0,35-64,F,40000-80000
15816,1400,2011000478107,0,35-64,F,40000-80000
15817,5300,2011000478107,0,35-64,F,20000-40000
15818,5401,2011000478107,0,35-64,F,<=0
15819,5402,2011000478107,0,35-64,F,20000-40000
15820,5500,2011000478107,0,35-64,F,20000-40000
15821,5600,2011000478107,0,35-64,F,0-20000
15822,5701,2011000478107,0,35-64,F,0-20000
15823,5702,2011000478107,0,35-64,F,40000-80000
15824,5800,2011000478107,0,35-64,F,40000-80000
15825,10100,2011000478107,0,35-64,F,20000-40000
15826,10204,2011000478107,0,35-64,F,40000-80000
15827,10400,2011000478107,0,35-64,F,40000-80000
15828,10500,2011000478107,0,35-64,F,0-20000
15829,10601,2011000478107,0,35-64,F,0-20000
15830,10603,2011000478107,0,35-64,F,<=0
15831,10700,2011000478107,0,35-64,F,<=0
15832,10800,2011000478107,0,35-64,F,<=0
15833,10900,2011000478107,0,35-64,F,20000-40000
15834,11000,2011000478107,0,35-64,F,20000-40000
15835,301,2011000478107,0,35-64,M,40000-80000
15836,302,2011000478107,0,35-64,M,0-20000
15837,500,2011000478107,0,35-64,M,20000-40000
15838,700,2011000478107,0,35-64,M,20000-40000
15839,800,2011000478107,0,35-64,M,40000-80000
15840,901,2011000478107,0,35-64,M,40000-80000
15841,902,2011000478107,0,35-64,M,40000-80000
15842,1000,2011000478107,0,35-64,M,0-20000
15843,1100,2011000478107,0,35-64,M,100000+
15844,1201,2011000478107,0,35-64,M,100000+
15845,1203,2011000478107,0,35-64,M,0-20000
15846,1205,2011000478107,0,35-64,M,<=0
15847,1301,2011000478107,0,35-64,M,80000-100000
15848,1302,2011000478107,0,35-64,M,40000-80000
15849,1400,2011000478107,0,35-64,M,0-20000
15850,5300,2011000478107,0,35-64,M,40000-80000
15851,5401,2011000478107,0,35-64,M,80000-100000
15852,5402,2011000478107,0,35-64,M,100000+
15853,5500,2011000478107,0,35-64,M,40000-80000
15854,5600,2011000478107,0,35-64,M,40000-80000
15855,5701,2011000478107,0,35-64,M,<=0
15856,5702,2011000478107,0,35-64,M,0-20000
15857,5800,2011000478107,0,35-64,M,20000-40000
15858,10100,2011000478107,0,35-64,M,0-20000
15859,10204,2011000478107,0,35-64,M,<=0
15860,10400,2011000478107,0,35-64,M,<=0
15861,10500,2011000478107,0,35-64,M,<=0
15862,10601,2011000478107,0,35-64,M,0-20000
15863,10603,2011000478107,0,35-64,M,40000-80000
15864,10700,2011000478107,0,35-64,M,0-20000
15865,10800,2011000478107,0,35-64,M,40000-80000
15866,10900,2011000478107,0,35-64,M,<=0
15867,11000,2011000478107,0,35-64,M,80000-100000
15868,301,2011000478107,0,0-17,F,<=0
15869,302,2011000478107,0,0-17,F,<=0
15870,500,2011000478107,0,0-17,F,<=0
15871,700,2011000478107,0,0-17,F,<=0
15872,800,2011000478107,0,0-17,F,<=0
15873,901,2011000478107,0,0-17,F,<=0
15874,902,2011000478107,0,0-17,F,<=0
15875,1000,2011000478107,0,0-17,F,<=0
15876,1100,2011000478107,0,0-17,F,<=0
15877,1201,2011000478107,0,0-17,F,<=0
15878,1203,2011000478107,0,0-17,F,<=0
15879,1205,2011000478107,0,0-17,F,<=0
15880,1301,2011000478107,0,0-17,F,<=0
15881,1302,2011000478107,0,0-17,F,0-20000
15882,1400,2011000478107,0,0-17,F,<=0
15883,5300,2011000478107,0,0-17,F,<=0
15884,5401,2011000478107,0,0-17,F,<=0
15885,5402,2011000478107,0,0-17,F,<=0
15886,5500,2011000478107,0,0-17,F,<=0
15887,5600,2011000478107,0,0-17,F,<=0
15888,5701,2011000478107,0,0-17,F,<=0
15889,5702,2011000478107,0,0-17,F,<=0
15890,5800,2011000478107,0,0-17,F,<=0
15891,10100,2011000478107,0,0-17,F,<=0
15892,10204,2011000478107,0,0-17,F,0-20000
15893,10400,2011000478107,0,0-17,F,<=0
15894,10500,2011000478107,0,0-17,F,<=0
15895,10601,2011000478107,0,0-17,F,<=0
15896,10603,2011000478107,0,0-17,F,<=0
15897,10700,2011000478107,0,0-17,F,<=0
15898,10800,2011000478107,0,0-17,F,<=0
15899,10900,2011000478107,0,0-17,F,<=0
15900,11000,2011000478107,0,0-17,F,<=0
15901,301,2011000479727,0,35-64,F,0-20000
15902,500,2011000479727,0,35-64,F,40000-80000
15903,800,2011000479727,0,35-64,F,<=0
15904,901,2011000479727,0,35-64,F,<=0
15905,902,2011000479727,0,35-64,F,0-20000
15906,1000,2011000479727,0,35-64,F,40000-80000
15907,1100,2011000479727,0,35-64,F,100000+
15908,1201,2011000479727,0,35-64,F,<=0
15909,1203,2011000479727,0,35-64,F,<=0
15910,1205,2011000479727,0,35-64,F,40000-80000
15911,1301,2011000479727,0,35-64,F,<=0
15912,1302,2011000479727,0,35-64,F,0-20000
15913,5300,2011000479727,0,35-64,F,0-20000
15914,5401,2011000479727,0,35-64,F,0-20000
15915,5500,2011000479727,0,35-64,F,0-20000
15916,5600,2011000479727,0,35-64,F,20000-40000
15917,5701,2011000479727,0,35-64,F,20000-40000
15918,10100,2011000479727,0,35-64,F,40000-80000
15919,10204,2011000479727,0,35-64,F,40000-80000
15920,10400,2011000479727,0,35-64,F,<=0
15921,10500,2011000479727,0,35-64,F,40000-80000
15922,10601,2011000479727,0,35-64,F,40000-80000
15923,10603,2011000479727,0,35-64,F,40000-80000
15924,10700,2011000479727,0,35-64,F,20000-40000
15925,10800,2011000479727,0,35-64,F,20000-40000
15926,10900,2011000479727,0,35-64,F,40000-80000
15927,11000,2011000479727,0,35-64,F,40000-80000
15928,1201,2011000482102,0,65+,M,<=0
15929,1301,2011000482102,0,65+,M,<=0
15930,10603,2011000482102,0,65+,M,20000-40000
15931,10700,2011000482102,0,65+,M,<=0
15932,10900,2011000482102,0,65+,M,<=0
15933,1201,2011000482102,0,65+,F,<=0
15934,1301,2011000482102,0,65+,F,<=0
15935,10603,2011000482102,0,65+,F,<=0
15936,10700,2011000482102,0,65+,F,<=0
15937,10900,2011000482102,0,65+,F,<=0
15938,301,2011000483576,0,18-34,M,20000-40000
15939,302,2011000483576,0,18-34,M,0-20000
15940,402,2011000483576,0,18-34,M,0-20000
15941,500,2011000483576,0,18-34,M,0-20000
15942,700,2011000483576,0,18-34,M,20000-40000
15943,800,2011000483576,0,18-34,M,0-20000
15944,901,2011000483576,0,18-34,M,20000-40000
15945,902,2011000483576,0,18-34,M,0-20000
15946,1000,2011000483576,0,18-34,M,0-20000
15947,1100,2011000483576,0,18-34,M,0-20000
15948,1201,2011000483576,0,18-34,M,<=0
