"","SERIALNO","PUMA","WGTP","NP","VEH","FINCP"
827,1118736,2100,71,7,3,58800
828,1119601,2100,103,2,1,48000
829,1119845,2100,22,3,3,40800
830,1123599,2100,22,2,2,26450
831,1127781,2100,123,2,2,33650
832,1130537,2100,213,2,1,8000
833,1131404,2100,0,1,0,0
834,1133699,2100,0,1,0,0
835,1135658,2100,0,1,0,0
836,1136849,2100,0,1,0,0
837,1138454,2100,57,2,1,27100
838,1138599,2100,58,2,1,73000
839,1140520,2100,21,4,2,53000
840,1142406,2100,48,4,1,7700
841,1142919,2100,75,2,2,80000
842,1142955,2100,0,1,0,0
843,1143581,2100,37,2,2,53110
844,1143775,2100,72,4,3,38400
845,1147292,2100,381,5,4,375000
846,1148478,2100,0,1,0,0
847,1150346,2100,23,4,4,146300
848,1151137,2100,108,1,1,10000
849,1151635,2100,25,2,1,46000
850,1154969,2100,122,1,1,33000
851,1155732,2100,80,2,1,45000
852,1157284,2100,0,1,0,0
853,1158922,2100,63,1,0,42900
854,1159461,2100,35,6,2,29250
855,1160311,2100,116,2,2,66180
856,1162881,2100,21,2,0,800
857,1163898,2100,0,1,0,0
858,1166996,2100,75,2,4,103800
859,1167490,2100,71,1,1,33500
860,1168833,2100,66,2,0,92000
861,1169944,2100,0,1,0,0
862,1172291,2100,0,1,0,0
863,1172705,2100,76,3,1,1650
864,1173016,2100,17,2,2,138000
865,1173655,2100,38,1,2,99000
866,1175561,2100,124,3,2,144204
867,1176113,2100,339,0,0,0
868,1181921,2100,139,3,4,1e+05
869,1184320,2100,193,1,1,0
870,1184516,2100,82,3,3,77000
871,1184542,2100,80,1,1,7200
872,1185211,2100,20,2,3,64650
873,1186205,2100,76,0,0,0
874,1186217,2100,127,1,1,45000
875,1187927,2100,21,2,0,39700
876,1189252,2100,114,2,1,2800
877,1189365,2100,0,1,0,0
878,1189600,2100,124,1,0,23000
879,1190314,2100,340,1,1,18000
880,1192027,2100,19,4,1,89000
881,1192748,2100,152,1,1,22600
882,1193332,2100,135,0,0,0
883,1194327,2100,216,3,2,0
884,1195620,2100,85,7,1,17300
885,1198523,2100,28,3,1,85000
886,1203354,2100,26,4,2,54000
887,1204351,2100,23,1,1,38000
888,1206016,2100,335,0,0,0
889,1206159,2100,30,3,3,112800
890,1206456,2100,0,1,0,0
891,1206954,2100,128,1,1,29000
892,1207355,2100,68,2,2,58940
893,1208128,2100,85,2,2,86800
894,1210421,2100,47,1,1,74400
895,1211570,2100,12,3,3,37800
896,1212121,2100,59,2,2,178230
897,1212558,2100,10,1,1,48300
898,1213005,2100,14,2,3,94000
899,1215363,2100,120,4,0,4000
900,1215714,2100,0,1,0,0
901,1216112,2100,468,1,0,70000
902,1220147,2100,116,3,2,62000
903,1220614,2100,58,1,1,30000
904,1222825,2100,0,1,0,0
905,1226166,2100,0,1,0,0
906,1231848,2100,21,2,2,103100
907,1232063,2100,91,1,1,14400
908,1233034,2100,0,1,0,0
909,1236185,2100,0,1,0,0
910,1237734,2100,226,4,1,20800
911,1237853,2100,103,1,2,110000
912,1242187,2100,75,5,4,245101
913,1243125,2100,0,1,0,0
914,1244815,2100,0,1,0,0
915,1245855,2100,68,2,2,35900
916,1246903,2100,111,2,2,91400
917,1247081,2100,61,2,2,121920
918,1248773,2100,136,2,2,22700
919,1249099,2100,398,0,0,0
920,1249104,2100,135,5,2,96500
921,1251523,2100,96,0,0,0
922,1252011,2100,128,2,2,179200
923,1252509,2100,212,0,0,0
924,1252862,2100,193,0,0,0
925,1253574,2100,26,2,0,67000
926,1253803,2100,0,1,0,0
927,1254392,2100,84,2,0,53000
928,1254394,2100,77,3,4,405100
929,1254741,2100,221,0,0,0
930,1255926,2100,0,1,0,0
931,1256095,2100,0,1,0,0
932,1258780,2100,0,1,0,0
933,1259814,2100,43,5,2,139600
934,1260368,2100,80,1,1,15000
935,1261540,2100,0,1,0,0
936,1262664,2100,28,2,2,49300
937,1262910,2100,0,1,0,0
938,1264123,2100,16,3,2,81000
939,1264692,2100,0,1,0,0
940,1264972,2100,154,2,2,141500
941,1265577,2100,64,1,1,54700
942,1268540,2100,137,1,1,30800
943,1268788,2100,119,1,2,75400
944,1268811,2100,156,2,2,210500
945,1269377,2100,66,2,2,395200
946,1271369,2100,73,1,0,9000
947,1271385,2100,0,1,0,0
948,1271976,2100,64,1,2,24000
949,1277074,2100,17,4,4,129000
950,1277170,2100,0,1,0,0
951,1277175,2100,25,2,2,16800
952,1278655,2100,0,1,0,0
953,1279690,2100,0,1,0,0
954,1280559,2100,76,1,1,39600
955,1281782,2100,420,6,2,75000
956,1282751,2100,15,4,2,120000
957,1288816,2100,51,5,1,54000
958,1294166,2100,54,1,0,8900
959,1294862,2100,83,2,1,63000
960,1298434,2100,223,1,0,76600
961,1298470,2100,68,2,4,75000
962,1299004,2100,0,1,0,0
963,1301102,2100,0,1,0,0
964,1301590,2100,551,1,1,12100
965,1301889,2100,12,2,3,104800
966,1308533,2100,14,3,2,60000
967,1308749,2100,0,1,0,0
968,1309768,2100,0,1,0,0
969,1310209,2100,74,2,2,103600
970,1315207,2100,115,2,3,152990
971,1315992,2100,77,1,1,228200
972,1316750,2100,311,1,0,0
973,1318005,2100,84,3,2,97000
974,1322529,2100,40,2,2,85000
975,1323032,2100,319,2,2,188404
976,1325114,2100,137,2,2,31000
977,1325546,2100,0,1,0,0
978,1326455,2100,136,1,1,32000
979,1326680,2100,0,1,0,0
980,1327039,2100,208,6,3,37500
981,1327804,2100,27,4,2,96000
982,1329836,2100,63,2,2,26000
983,1331991,2100,86,1,1,23800
984,1336348,2100,0,1,0,0
985,1336504,2100,162,3,1,108220
986,1337326,2100,30,5,5,88500
987,1338186,2100,69,1,1,17900
988,1338599,2100,93,1,1,230000
989,1338981,2100,50,4,2,59000
990,1339932,2100,160,2,3,203300
991,1342546,2100,20,1,1,11700
992,1344126,2100,71,3,1,87150
993,1345648,2100,17,0,0,0
994,1348673,2100,88,5,4,48600
995,1352024,2100,79,2,0,8000
996,1353967,2100,23,1,1,120000
997,1354185,2100,273,2,1,70
998,1355366,2100,98,2,2,113880
999,1355662,2100,196,1,1,10001
1000,1357504,2100,114,4,2,116040
1001,1359384,2100,106,1,1,95000
1002,1360538,2100,28,5,2,77450
1003,1360677,2100,0,1,0,0
1004,1361454,2100,71,2,1,29604
1005,1361961,2100,146,2,2,72000
1006,1363431,2100,65,2,1,17000
1007,1365345,2100,187,1,0,19500
1008,1368502,2100,155,1,1,24000
1009,1369045,2100,60,2,2,89530
1010,1371446,2100,0,1,0,0
1011,1371539,2100,221,7,2,59000
1012,1373949,2100,0,1,0,0
1013,1378043,2100,175,3,2,203200
1014,1380161,2100,0,1,0,0
1015,1382073,2100,84,1,1,34000
1016,1385706,2100,23,1,1,40000
1017,1387662,2100,91,4,3,130900
1018,1388839,2100,0,1,0,0
1019,1389920,2100,77,4,4,101060
1020,1390447,2100,234,0,0,0
1021,1390796,2100,200,1,1,75800
1022,1393421,2100,142,2,2,118000
1023,1395537,2100,85,4,2,84600
1024,1398507,2100,81,3,3,111000
1025,1399717,2100,0,1,0,0
1026,1400208,2100,13,2,2,37000
1027,1401631,2100,69,2,1,16600
1028,1401877,2100,0,1,0,0
1029,1402672,2100,122,2,3,60000
1030,1403540,2100,88,4,2,135200
1031,1404408,2100,80,4,2,115000
1032,1404578,2100,236,4,1,23200
1033,1405032,2100,88,3,2,165000
1034,1406546,2100,135,3,1,23600
1035,1406766,2100,26,4,2,54700
1036,1409373,2100,0,1,0,0
1037,1409607,2100,0,1,0,0
1038,1410148,2100,78,2,2,126700
1039,1410738,2100,24,3,3,151000
1040,1410867,2100,0,1,0,0
1041,1411210,2100,0,1,0,0
1042,1411951,2100,0,1,0,0
1043,1415937,2100,76,2,1,1e+05
1044,1417106,2100,118,1,1,25320
1045,1421176,2100,130,1,1,77220
1046,1424622,2100,85,1,1,46900
1047,1424882,2100,122,2,2,79200
1048,1426595,2100,130,2,0,3430
1049,1427766,2100,37,0,0,0
1050,1427815,2100,81,2,2,51300
1051,1428474,2100,82,3,2,38000
1052,1429943,2100,224,1,0,22200
1053,1432327,2100,9,5,3,29000
1054,1432553,2100,185,1,1,19360
1055,1433963,2100,26,1,1,20000
1056,1434241,2100,0,1,0,0
1057,1434440,2100,86,2,2,116000
1058,1434989,2100,353,0,0,0
1059,1435711,2100,17,2,2,128000
1060,1435869,2100,247,5,2,501500
1061,1436950,2100,53,1,1,12000
1062,1437906,2100,12,2,1,37400
1063,1441227,2100,85,2,1,20140
1064,1442911,2100,17,2,4,41100
1065,1444419,2100,94,1,1,1e+05
1066,1445529,2100,74,2,2,93000
1067,1445571,2100,80,2,1,124000
1068,1445945,2100,81,1,0,0
1069,1448427,2100,121,1,1,144000
1070,1451382,2100,0,1,0,0
1071,1453075,2100,37,3,3,206040
1072,1453550,2100,75,1,1,25000
1073,1456514,2100,119,3,3,66700
1074,1458309,2100,438,0,0,0
1075,1459604,2100,123,2,1,130200
1076,1462626,2100,0,1,0,0
1077,1463384,2100,168,3,0,850
1078,1463813,2100,78,4,3,144060
1079,1463830,2100,62,1,1,96500
1080,1465279,2100,117,2,2,65040
1081,1467319,2100,90,2,2,19600
1082,1467830,2100,114,3,1,23800
1083,1468144,2100,118,2,2,17000
1084,1471201,2100,71,4,3,156900
1085,1471717,2100,80,7,1,3000
1086,1472178,2100,78,2,2,45000
1087,1472995,2100,22,2,2,278000
1088,1477278,2100,130,1,1,58000
1089,1478848,2100,24,1,1,20980
1090,1479482,2100,105,4,2,94490
1091,1480568,2100,0,1,0,0
1092,1482553,2100,105,1,1,13000
1093,1484920,2100,0,1,0,0
1094,1486115,2100,64,2,2,114000
1095,1490010,2100,70,3,2,78000
1096,1491529,2100,79,3,1,48000
1097,1497201,2100,125,1,1,50000
1098,1498779,2100,23,5,5,107670
