,tract,serial_number,repeat_index,age,sex,individual_income
8416,10500,2010000310922,0,65+,M,20000-40000
8417,10601,2010000310922,0,65+,M,<=0
8418,10603,2010000310922,0,65+,M,<=0
8419,10604,2010000310922,0,65+,M,40000-80000
8420,10700,2010000310922,0,65+,M,<=0
8421,10800,2010000310922,0,65+,M,<=0
8422,10900,2010000310922,0,65+,M,<=0
8423,11000,2010000310922,0,65+,M,<=0
8424,11100,2010000310922,0,65+,M,<=0
8425,500,2010000313840,0,65+,M,<=0
8426,800,2010000313840,0,65+,M,<=0
8427,902,2010000313840,0,65+,M,<=0
8428,1000,2010000313840,0,65+,M,0-20000
8429,1201,2010000313840,0,65+,M,<=0
8430,1203,2010000313840,0,65+,M,<=0
8431,1205,2010000313840,0,65+,M,<=0
8432,1301,2010000313840,0,65+,M,<=0
8433,5300,2010000313840,0,65+,M,<=0
8434,5401,2010000313840,0,65+,M,0-20000
8435,5500,2010000313840,0,65+,M,0-20000
8436,5600,2010000313840,0,65+,M,<=0
8437,5701,2010000313840,0,65+,M,0-20000
8438,10601,2010000313840,0,65+,M,<=0
8439,10603,2010000313840,0,65+,M,<=0
8440,10700,2010000313840,0,65+,M,<=0
8441,10900,2010000313840,0,65+,M,<=0
8442,11000,2010000313840,0,65+,M,<=0
8443,500,2010000313840,0,65+,M,<=0
8444,800,2010000313840,0,65+,M,20000-40000
8445,902,2010000313840,0,65+,M,<=0
8446,1000,2010000313840,0,65+,M,<=0
8447,1201,2010000313840,0,65+,M,<=0
8448,1203,2010000313840,0,65+,M,<=0
8449,1205,2010000313840,0,65+,M,<=0
8450,1301,2010000313840,0,65+,M,<=0
8451,5300,2010000313840,0,65+,M,<=0
8452,5401,2010000313840,0,65+,M,<=0
8453,5500,2010000313840,0,65+,M,<=0
8454,5600,2010000313840,0,65+,M,0-20000
8455,5701,2010000313840,0,65+,M,40000-80000
8456,10601,2010000313840,0,65+,M,<=0
8457,10603,2010000313840,0,65+,M,100000+
8458,10700,2010000313840,0,65+,M,<=0
8459,10900,2010000313840,0,65+,M,20000-40000
8460,11000,2010000313840,0,65+,M,<=0
8461,200,2010000314343,0,35-64,M,40000-80000
8462,200,2010000314343,1,35-64,M,<=0
8463,301,2010000314343,0,35-64,M,40000-80000
8464,301,2010000314343,1,35-64,M,<=0
8465,301,2010000314343,2,35-64,M,0-20000
8466,302,2010000314343,0,35-64,M,40000-80000
8467,302,2010000314343,1,35-64,M,0-20000
8468,302,2010000314343,2,35-64,M,100000+
8469,401,2010000314343,0,35-64,M,<=0
8470,402,2010000314343,0,35-64,M,100000+
8471,402,2010000314343,1,35-64,M,20000-40000
8472,500,2010000314343,0,35-64,M,20000-40000
8473,500,2010000314343,1,35-64,M,40000-80000
8474,500,2010000314343,2,35-64,M,40000-80000
8475,700,2010000314343,0,35-64,M,40000-80000
8476,700,2010000314343,1,35-64,M,40000-80000
8477,700,2010000314343,2,35-64,M,40000-80000
8478,800,2010000314343,0,35-64,M,20000-40000
8479,800,2010000314343,1,35-64,M,20000-40000
8480,800,2010000314343,2,35-64,M,0-20000
8481,800,2010000314343,3,35-64,M,80000-100000
8482,901,2010000314343,0,35-64,M,20000-40000
8483,901,2010000314343,1,35-64,M,40000-80000
8484,901,2010000314343,2,35-64,M,20000-40000
8485,902,2010000314343,0,35-64,M,20000-40000
8486,902,2010000314343,1,35-64,M,0-20000
8487,902,2010000314343,2,35-64,M,40000-80000
8488,902,2010000314343,3,35-64,M,<=0
8489,1000,2010000314343,0,35-64,M,0-20000
8490,1000,2010000314343,1,35-64,M,<=0
8491,1000,2010000314343,2,35-64,M,<=0
8492,1100,2010000314343,0,35-64,M,80000-100000
8493,1100,2010000314343,1,35-64,M,<=0
8494,1100,2010000314343,2,35-64,M,40000-80000
8495,1201,2010000314343,0,35-64,M,0-20000
8496,1201,2010000314343,1,35-64,M,40000-80000
8497,1201,2010000314343,2,35-64,M,40000-80000
8498,1201,2010000314343,3,35-64,M,<=0
8499,1203,2010000314343,0,35-64,M,<=0
8500,1203,2010000314343,1,35-64,M,<=0
8501,1203,2010000314343,2,35-64,M,40000-80000
8502,1204,2010000314343,0,35-64,M,<=0
8503,1204,2010000314343,1,35-64,M,<=0
8504,1205,2010000314343,0,35-64,M,40000-80000
8505,1205,2010000314343,1,35-64,M,100000+
8506,1205,2010000314343,2,35-64,M,40000-80000
8507,1205,2010000314343,3,35-64,M,40000-80000
8508,1206,2010000314343,0,35-64,M,20000-40000
8509,1206,2010000314343,1,35-64,M,100000+
8510,1301,2010000314343,0,35-64,M,80000-100000
8511,1301,2010000314343,1,35-64,M,20000-40000
8512,1301,2010000314343,2,35-64,M,0-20000
8513,1301,2010000314343,3,35-64,M,0-20000
8514,1302,2010000314343,0,35-64,M,40000-80000
8515,1302,2010000314343,1,35-64,M,<=0
8516,1302,2010000314343,2,35-64,M,0-20000
8517,1400,2010000314343,0,35-64,M,0-20000
8518,1400,2010000314343,1,35-64,M,40000-80000
8519,5300,2010000314343,0,35-64,M,40000-80000
8520,5300,2010000314343,1,35-64,M,<=0
8521,5300,2010000314343,2,35-64,M,20000-40000
8522,5300,2010000314343,3,35-64,M,100000+
8523,5401,2010000314343,0,35-64,M,<=0
8524,5401,2010000314343,1,35-64,M,0-20000
8525,5401,2010000314343,2,35-64,M,0-20000
8526,5402,2010000314343,0,35-64,M,<=0
8527,5402,2010000314343,1,35-64,M,40000-80000
8528,5500,2010000314343,0,35-64,M,100000+
8529,5500,2010000314343,1,35-64,M,<=0
8530,5500,2010000314343,2,35-64,M,40000-80000
8531,5600,2010000314343,0,35-64,M,20000-40000
8532,5600,2010000314343,1,35-64,M,0-20000
8533,5600,2010000314343,2,35-64,M,40000-80000
8534,5600,2010000314343,3,35-64,M,100000+
8535,5701,2010000314343,0,35-64,M,20000-40000
8536,5701,2010000314343,1,35-64,M,20000-40000
8537,5701,2010000314343,2,35-64,M,40000-80000
8538,5701,2010000314343,3,35-64,M,<=0
8539,5702,2010000314343,0,35-64,M,0-20000
8540,5702,2010000314343,1,35-64,M,20000-40000
8541,5702,2010000314343,2,35-64,M,40000-80000
8542,5800,2010000314343,0,35-64,M,40000-80000
8543,5800,2010000314343,1,35-64,M,40000-80000
8544,5800,2010000314343,2,35-64,M,80000-100000
8545,5900,2010000314343,0,35-64,M,<=0
8546,5900,2010000314343,1,35-64,M,40000-80000
8547,6000,2010000314343,0,35-64,M,40000-80000
8548,10100,2010000314343,0,35-64,M,40000-80000
8549,10100,2010000314343,1,35-64,M,40000-80000
8550,10100,2010000314343,2,35-64,M,40000-80000
8551,10204,2010000314343,0,35-64,M,0-20000
8552,10204,2010000314343,1,35-64,M,100000+
8553,10204,2010000314343,2,35-64,M,40000-80000
8554,10300,2010000314343,0,35-64,M,20000-40000
8555,10300,2010000314343,1,35-64,M,40000-80000
8556,10400,2010000314343,0,35-64,M,80000-100000
8557,10400,2010000314343,1,35-64,M,80000-100000
8558,10400,2010000314343,2,35-64,M,<=0
8559,10500,2010000314343,0,35-64,M,0-20000
8560,10500,2010000314343,1,35-64,M,40000-80000
8561,10500,2010000314343,2,35-64,M,40000-80000
8562,10601,2010000314343,0,35-64,M,40000-80000
8563,10601,2010000314343,1,35-64,M,40000-80000
8564,10601,2010000314343,2,35-64,M,100000+
8565,10603,2010000314343,0,35-64,M,0-20000
8566,10603,2010000314343,1,35-64,M,100000+
8567,10603,2010000314343,2,35-64,M,40000-80000
8568,10603,2010000314343,3,35-64,M,40000-80000
8569,10604,2010000314343,0,35-64,M,20000-40000
8570,10604,2010000314343,1,35-64,M,0-20000
8571,10700,2010000314343,0,35-64,M,20000-40000
8572,10700,2010000314343,1,35-64,M,0-20000
8573,10700,2010000314343,2,35-64,M,40000-80000
8574,10700,2010000314343,3,35-64,M,40000-80000
8575,10800,2010000314343,0,35-64,M,20000-40000
8576,10800,2010000314343,1,35-64,M,100000+
8577,10800,2010000314343,2,35-64,M,100000+
8578,10900,2010000314343,0,35-64,M,40000-80000
8579,10900,2010000314343,1,35-64,M,0-20000
8580,10900,2010000314343,2,35-64,M,20000-40000
8581,10900,2010000314343,3,35-64,M,40000-80000
8582,10900,2010000314343,4,35-64,M,0-20000
8583,10900,2010000314343,5,35-64,M,40000-80000
8584,11000,2010000314343,0,35-64,M,0-20000
8585,11000,2010000314343,1,35-64,M,20000-40000
8586,11000,2010000314343,2,35-64,M,40000-80000
8587,11000,2010000314343,3,35-64,M,20000-40000
8588,11100,2010000314343,0,35-64,M,40000-80000
8589,11100,2010000314343,1,35-64,M,80000-100000
8590,301,2010000322899,0,18-34,M,20000-40000
8591,302,2010000322899,0,18-34,M,40000-80000
8592,402,2010000322899,0,18-34,M,0-20000
8593,500,2010000322899,0,18-34,M,<=0
8594,700,2010000322899,0,18-34,M,0-20000
8595,800,2010000322899,0,18-34,M,<=0
8596,901,2010000322899,0,18-34,M,0-20000
8597,902,2010000322899,0,18-34,M,<=0
8598,1000,2010000322899,0,18-34,M,<=0
8599,1100,2010000322899,0,18-34,M,<=0
8600,1201,2010000322899,0,18-34,M,0-20000
8601,1203,2010000322899,0,18-34,M,0-20000
8602,1205,2010000322899,0,18-34,M,0-20000
8603,1301,2010000322899,0,18-34,M,0-20000
8604,1302,2010000322899,0,18-34,M,0-20000
8605,1400,2010000322899,0,18-34,M,0-20000
8606,5300,2010000322899,0,18-34,M,40000-80000
8607,5401,2010000322899,0,18-34,M,0-20000
8608,5402,2010000322899,0,18-34,M,0-20000
8609,5500,2010000322899,0,18-34,M,20000-40000
8610,5600,2010000322899,0,18-34,M,0-20000
8611,5701,2010000322899,0,18-34,M,0-20000
8612,5702,2010000322899,0,18-34,M,0-20000
8613,5800,2010000322899,0,18-34,M,0-20000
8614,10100,2010000322899,0,18-34,M,0-20000
8615,10204,2010000322899,0,18-34,M,0-20000
8616,10300,2010000322899,0,18-34,M,0-20000
8617,10400,2010000322899,0,18-34,M,0-20000
8618,10500,2010000322899,0,18-34,M,0-20000
8619,10601,2010000322899,0,18-34,M,0-20000
8620,10603,2010000322899,0,18-34,M,20000-40000
8621,10604,2010000322899,0,18-34,M,0-20000
8622,10700,2010000322899,0,18-34,M,<=0
8623,10800,2010000322899,0,18-34,M,0-20000
8624,10900,2010000322899,0,18-34,M,80000-100000
8625,11000,2010000322899,0,18-34,M,<=0
8626,200,2010000326715,0,18-34,F,20000-40000
8627,301,2010000326715,0,18-34,F,<=0
8628,302,2010000326715,0,18-34,F,0-20000
8629,401,2010000326715,0,18-34,F,0-20000
8630,402,2010000326715,0,18-34,F,<=0
8631,500,2010000326715,0,18-34,F,20000-40000
8632,700,2010000326715,0,18-34,F,0-20000
8633,800,2010000326715,0,18-34,F,<=0
8634,901,2010000326715,0,18-34,F,<=0
8635,902,2010000326715,0,18-34,F,0-20000
8636,1000,2010000326715,0,18-34,F,20000-40000
8637,1100,2010000326715,0,18-34,F,0-20000
8638,1201,2010000326715,0,18-34,F,<=0
8639,1203,2010000326715,0,18-34,F,0-20000
8640,1204,2010000326715,0,18-34,F,20000-40000
8641,1205,2010000326715,0,18-34,F,<=0
8642,1206,2010000326715,0,18-34,F,<=0
8643,1301,2010000326715,0,18-34,F,0-20000
8644,1302,2010000326715,0,18-34,F,0-20000
8645,1400,2010000326715,0,18-34,F,0-20000
8646,5300,2010000326715,0,18-34,F,0-20000
8647,5401,2010000326715,0,18-34,F,0-20000
8648,5402,2010000326715,0,18-34,F,<=0
8649,5500,2010000326715,0,18-34,F,0-20000
8650,5600,2010000326715,0,18-34,F,0-20000
8651,5701,2010000326715,0,18-34,F,0-20000
8652,5702,2010000326715,0,18-34,F,0-20000
8653,5800,2010000326715,0,18-34,F,0-20000
8654,5900,2010000326715,0,18-34,F,0-20000
8655,6000,2010000326715,0,18-34,F,0-20000
8656,10100,2010000326715,0,18-34,F,0-20000
8657,10204,2010000326715,0,18-34,F,0-20000
8658,10300,2010000326715,0,18-34,F,0-20000
8659,10400,2010000326715,0,18-34,F,20000-40000
8660,10500,2010000326715,0,18-34,F,20000-40000
8661,10601,2010000326715,0,18-34,F,0-20000
8662,10603,2010000326715,0,18-34,F,0-20000
8663,10604,2010000326715,0,18-34,F,0-20000
8664,10700,2010000326715,0,18-34,F,0-20000
8665,10800,2010000326715,0,18-34,F,0-20000
8666,10900,2010000326715,0,18-34,F,0-20000
8667,10900,2010000326715,1,18-34,F,0-20000
8668,11000,2010000326715,0,18-34,F,0-20000
8669,11100,2010000326715,0,18-34,F,<=0
8670,301,2010000329981,0,35-64,M,100000+
8671,302,2010000329981,0,35-64,M,20000-40000
8672,402,2010000329981,0,35-64,M,20000-40000
8673,500,2010000329981,0,35-64,M,40000-80000
8674,700,2010000329981,0,35-64,M,80000-100000
8675,800,2010000329981,0,35-64,M,40000-80000
8676,901,2010000329981,0,35-64,M,40000-80000
8677,902,2010000329981,0,35-64,M,0-20000
8678,1000,2010000329981,0,35-64,M,40000-80000
8679,1100,2010000329981,0,35-64,M,40000-80000
8680,1201,2010000329981,0,35-64,M,<=0
8681,1203,2010000329981,0,35-64,M,<=0
8682,1204,2010000329981,0,35-64,M,40000-80000
8683,1205,2010000329981,0,35-64,M,100000+
8684,1301,2010000329981,0,35-64,M,40000-80000
8685,1302,2010000329981,0,35-64,M,0-20000
8686,1400,2010000329981,0,35-64,M,20000-40000
8687,5300,2010000329981,0,35-64,M,40000-80000
8688,5401,2010000329981,0,35-64,M,40000-80000
8689,5402,2010000329981,0,35-64,M,20000-40000
8690,5500,2010000329981,0,35-64,M,20000-40000
8691,5600,2010000329981,0,35-64,M,20000-40000
8692,5701,2010000329981,0,35-64,M,20000-40000
8693,5702,2010000329981,0,35-64,M,100000+
8694,5800,2010000329981,0,35-64,M,20000-40000
8695,10100,2010000329981,0,35-64,M,100000+
8696,10204,2010000329981,0,35-64,M,100000+
8697,10300,2010000329981,0,35-64,M,<=0
8698,10400,2010000329981,0,35-64,M,20000-40000
8699,10500,2010000329981,0,35-64,M,80000-100000
8700,10601,2010000329981,0,35-64,M,<=0
8701,10603,2010000329981,0,35-64,M,40000-80000
8702,10604,2010000329981,0,35-64,M,<=0
8703,10700,2010000329981,0,35-64,M,40000-80000
8704,10800,2010000329981,0,35-64,M,40000-80000
8705,10900,2010000329981,0,35-64,M,40000-80000
8706,11000,2010000329981,0,35-64,M,40000-80000
8707,11100,2010000329981,0,35-64,M,100000+
8708,301,2010000329981,0,35-64,F,0-20000
8709,302,2010000329981,0,35-64,F,40000-80000
8710,402,2010000329981,0,35-64,F,<=0
8711,500,2010000329981,0,35-64,F,40000-80000
8712,700,2010000329981,0,35-64,F,20000-40000
8713,800,2010000329981,0,35-64,F,20000-40000
8714,901,2010000329981,0,35-64,F,0-20000
8715,902,2010000329981,0,35-64,F,40000-80000
8716,1000,2010000329981,0,35-64,F,<=0
8717,1100,2010000329981,0,35-64,F,0-20000
8718,1201,2010000329981,0,35-64,F,0-20000
8719,1203,2010000329981,0,35-64,F,20000-40000
8720,1204,2010000329981,0,35-64,F,<=0
8721,1205,2010000329981,0,35-64,F,20000-40000
8722,1301,2010000329981,0,35-64,F,0-20000
8723,1302,2010000329981,0,35-64,F,<=0
8724,1400,2010000329981,0,35-64,F,<=0
8725,5300,2010000329981,0,35-64,F,20000-40000
8726,5401,2010000329981,0,35-64,F,20000-40000
8727,5402,2010000329981,0,35-64,F,20000-40000
8728,5500,2010000329981,0,35-64,F,20000-40000
8729,5600,2010000329981,0,35-64,F,40000-80000
8730,5701,2010000329981,0,35-64,F,20000-40000
8731,5702,2010000329981,0,35-64,F,<=0
8732,5800,2010000329981,0,35-64,F,<=0
8733,10100,2010000329981,0,35-64,F,20000-40000
8734,10204,2010000329981,0,35-64,F,0-20000
8735,10300,2010000329981,0,35-64,F,20000-40000
8736,10400,2010000329981,0,35-64,F,80000-100000
8737,10500,2010000329981,0,35-64,F,20000-40000
8738,10601,2010000329981,0,35-64,F,40000-80000
8739,10603,2010000329981,0,35-64,F,0-20000
8740,10604,2010000329981,0,35-64,F,20000-40000
8741,10700,2010000329981,0,35-64,F,0-20000
8742,10800,2010000329981,0,35-64,F,40000-80000
8743,10900,2010000329981,0,35-64,F,20000-40000
8744,11000,2010000329981,0,35-64,F,<=0
8745,11100,2010000329981,0,35-64,F,20000-40000
8746,10900,2010000330457,0,35-64,M,<=0
8747,10900,2010000330457,0,35-64,F,<=0
8748,10900,2010000330457,0,0-17,F,<=0
8749,1201,2010000331726,0,35-64,M,<=0
8750,1301,2010000331726,0,35-64,M,<=0
8751,10603,2010000331726,0,35-64,M,20000-40000
8752,10700,2010000331726,0,35-64,M,<=0
8753,10900,2010000331726,0,35-64,M,20000-40000
8754,1201,2010000331726,0,35-64,F,<=0
8755,1301,2010000331726,0,35-64,F,40000-80000
8756,10603,2010000331726,0,35-64,F,40000-80000
8757,10700,2010000331726,0,35-64,F,<=0
8758,10900,2010000331726,0,35-64,F,40000-80000
8759,200,2010000332238,0,65+,F,<=0
8760,301,2010000332238,0,65+,F,<=0
8761,302,2010000332238,0,65+,F,20000-40000
8762,401,2010000332238,0,65+,F,<=0
8763,402,2010000332238,0,65+,F,<=0
8764,500,2010000332238,0,65+,F,<=0
8765,700,2010000332238,0,65+,F,<=0
8766,800,2010000332238,0,65+,F,<=0
8767,901,2010000332238,0,65+,F,<=0
8768,902,2010000332238,0,65+,F,<=0
8769,1000,2010000332238,0,65+,F,0-20000
8770,1100,2010000332238,0,65+,F,<=0
8771,1201,2010000332238,0,65+,F,<=0
8772,1203,2010000332238,0,65+,F,<=0
8773,1204,2010000332238,0,65+,F,<=0
8774,1205,2010000332238,0,65+,F,<=0
8775,1206,2010000332238,0,65+,F,<=0
8776,1301,2010000332238,0,65+,F,<=0
8777,1302,2010000332238,0,65+,F,<=0
8778,1400,2010000332238,0,65+,F,<=0
8779,5300,2010000332238,0,65+,F,<=0
8780,5401,2010000332238,0,65+,F,<=0
8781,5402,2010000332238,0,65+,F,<=0
8782,5500,2010000332238,0,65+,F,<=0
8783,5600,2010000332238,0,65+,F,<=0
8784,5701,2010000332238,0,65+,F,<=0
8785,5702,2010000332238,0,65+,F,<=0
8786,5800,2010000332238,0,65+,F,<=0
8787,5900,2010000332238,0,65+,F,<=0
8788,6000,2010000332238,0,65+,F,<=0
8789,10100,2010000332238,0,65+,F,<=0
8790,10204,2010000332238,0,65+,F,<=0
8791,10300,2010000332238,0,65+,F,20000-40000
8792,10400,2010000332238,0,65+,F,<=0
8793,10500,2010000332238,0,65+,F,<=0
8794,10601,2010000332238,0,65+,F,<=0
8795,10603,2010000332238,0,65+,F,<=0
8796,10604,2010000332238,0,65+,F,<=0
8797,10700,2010000332238,0,65+,F,<=0
8798,10800,2010000332238,0,65+,F,<=0
8799,10900,2010000332238,0,65+,F,<=0
8800,11000,2010000332238,0,65+,F,<=0
8801,11100,2010000332238,0,65+,F,<=0
8802,200,2010000332238,0,18-34,M,0-20000
8803,301,2010000332238,0,18-34,M,0-20000
8804,302,2010000332238,0,18-34,M,0-20000
8805,401,2010000332238,0,18-34,M,<=0
8806,402,2010000332238,0,18-34,M,<=0
8807,500,2010000332238,0,18-34,M,0-20000
8808,700,2010000332238,0,18-34,M,20000-40000
8809,800,2010000332238,0,18-34,M,0-20000
8810,901,2010000332238,0,18-34,M,0-20000
8811,902,2010000332238,0,18-34,M,40000-80000
8812,1000,2010000332238,0,18-34,M,0-20000
8813,1100,2010000332238,0,18-34,M,0-20000
8814,1201,2010000332238,0,18-34,M,0-20000
8815,1203,2010000332238,0,18-34,M,0-20000
8816,1204,2010000332238,0,18-34,M,<=0
8817,1205,2010000332238,0,18-34,M,40000-80000
8818,1206,2010000332238,0,18-34,M,<=0
8819,1301,2010000332238,0,18-34,M,0-20000
8820,1302,2010000332238,0,18-34,M,0-20000
8821,1400,2010000332238,0,18-34,M,0-20000
8822,5300,2010000332238,0,18-34,M,0-20000
8823,5401,2010000332238,0,18-34,M,<=0
8824,5402,2010000332238,0,18-34,M,20000-40000
8825,5500,2010000332238,0,18-34,M,<=0
8826,5600,2010000332238,0,18-34,M,0-20000
8827,5701,2010000332238,0,18-34,M,<=0
8828,5702,2010000332238,0,18-34,M,20000-40000
8829,5800,2010000332238,0,18-34,M,<=0
8830,5900,2010000332238,0,18-34,M,0-20000
8831,6000,2010000332238,0,18-34,M,20000-40000
8832,10100,2010000332238,0,18-34,M,40000-80000
8833,10204,2010000332238,0,18-34,M,40000-80000
8834,10300,2010000332238,0,18-34,M,0-20000
8835,10400,2010000332238,0,18-34,M,<=0
8836,10500,2010000332238,0,18-34,M,0-20000
8837,10601,2010000332238,0,18-34,M,0-20000
8838,10603,2010000332238,0,18-34,M,0-20000
8839,10604,2010000332238,0,18-34,M,0-20000
8840,10700,2010000332238,0,18-34,M,0-20000
8841,10800,2010000332238,0,18-34,M,0-20000
8842,10900,2010000332238,0,18-34,M,20000-40000
8843,11000,2010000332238,0,18-34,M,0-20000
8844,11100,2010000332238,0,18-34,M,0-20000
8845,301,2010000333878,0,65+,M,<=0
8846,302,2010000333878,0,65+,M,<=0
8847,402,2010000333878,0,65+,M,<=0
8848,500,2010000333878,0,65+,M,<=0
8849,700,2010000333878,0,65+,M,<=0
8850,800,2010000333878,0,65+,M,<=0
8851,901,2010000333878,0,65+,M,<=0
8852,902,2010000333878,0,65+,M,<=0
8853,1000,2010000333878,0,65+,M,20000-40000
8854,1100,2010000333878,0,65+,M,0-20000
8855,1201,2010000333878,0,65+,M,<=0
8856,1203,2010000333878,0,65+,M,<=0
8857,1204,2010000333878,0,65+,M,<=0
8858,1205,2010000333878,0,65+,M,<=0
8859,1301,2010000333878,0,65+,M,<=0
8860,1302,2010000333878,0,65+,M,<=0
8861,1400,2010000333878,0,65+,M,<=0
8862,5300,2010000333878,0,65+,M,<=0
8863,5401,2010000333878,0,65+,M,<=0
8864,5402,2010000333878,0,65+,M,<=0
8865,5500,2010000333878,0,65+,M,<=0
8866,5600,2010000333878,0,65+,M,<=0
8867,5701,2010000333878,0,65+,M,<=0
8868,5702,2010000333878,0,65+,M,<=0
8869,5800,2010000333878,0,65+,M,0-20000
8870,10100,2010000333878,0,65+,M,<=0
8871,10204,2010000333878,0,65+,M,<=0
8872,10300,2010000333878,0,65+,M,<=0
8873,10400,2010000333878,0,65+,M,40000-80000
8874,10500,2010000333878,0,65+,M,<=0
8875,10601,2010000333878,0,65+,M,<=0
8876,10603,2010000333878,0,65+,M,<=0
8877,10604,2010000333878,0,65+,M,<=0
8878,10700,2010000333878,0,65+,M,<=0
8879,10800,2010000333878,0,65+,M,<=0
8880,10900,2010000333878,0,65+,M,<=0
8881,11000,2010000333878,0,65+,M,<=0
8882,11100,2010000333878,0,65+,M,0-20000
8883,301,2010000333878,0,65+,F,<=0
8884,302,2010000333878,0,65+,F,<=0
8885,402,2010000333878,0,65+,F,<=0
8886,500,2010000333878,0,65+,F,<=0
8887,700,2010000333878,0,65+,F,<=0
8888,800,2010000333878,0,65+,F,<=0
8889,901,2010000333878,0,65+,F,<=0
8890,902,2010000333878,0,65+,F,0-20000
8891,1000,2010000333878,0,65+,F,<=0
8892,1100,2010000333878,0,65+,F,<=0
8893,1201,2010000333878,0,65+,F,<=0
8894,1203,2010000333878,0,65+,F,<=0
8895,1204,2010000333878,0,65+,F,<=0
8896,1205,2010000333878,0,65+,F,<=0
8897,1301,2010000333878,0,65+,F,<=0
8898,1302,2010000333878,0,65+,F,<=0
8899,1400,2010000333878,0,65+,F,<=0
8900,5300,2010000333878,0,65+,F,<=0
8901,5401,2010000333878,0,65+,F,<=0
8902,5402,2010000333878,0,65+,F,<=0
8903,5500,2010000333878,0,65+,F,<=0
8904,5600,2010000333878,0,65+,F,<=0
8905,5701,2010000333878,0,65+,F,<=0
8906,5702,2010000333878,0,65+,F,<=0
8907,5800,2010000333878,0,65+,F,<=0
8908,10100,2010000333878,0,65+,F,<=0
8909,10204,2010000333878,0,65+,F,<=0
8910,10300,2010000333878,0,65+,F,<=0
8911,10400,2010000333878,0,65+,F,0-20000
8912,10500,2010000333878,0,65+,F,<=0
8913,10601,2010000333878,0,65+,F,<=0
8914,10603,2010000333878,0,65+,F,<=0
8915,10604,2010000333878,0,65+,F,<=0
8916,10700,2010000333878,0,65+,F,<=0
8917,10800,2010000333878,0,65+,F,20000-40000
8918,10900,2010000333878,0,65+,F,<=0
8919,11000,2010000333878,0,65+,F,<=0
8920,11100,2010000333878,0,65+,F,<=0
8921,301,2010000334689,0,65+,M,<=0
8922,302,2010000334689,0,65+,M,0-20000
8923,402,2010000334689,0,65+,M,<=0
8924,500,2010000334689,0,65+,M,40000-80000
8925,700,2010000334689,0,65+,M,<=0
8926,800,2010000334689,0,65+,M,<=0
8927,901,2010000334689,0,65+,M,20000-40000
8928,902,2010000334689,0,65+,M,<=0
8929,1000,2010000334689,0,65+,M,0-20000
8930,1100,2010000334689,0,65+,M,20000-40000
8931,1201,2010000334689,0,65+,M,80000-100000
8932,1203,2010000334689,0,65+,M,<=0
8933,1204,2010000334689,0,65+,M,<=0
8934,1205,2010000334689,0,65+,M,<=0
8935,1301,2010000334689,0,65+,M,<=0
8936,1302,2010000334689,0,65+,M,<=0
8937,1400,2010000334689,0,65+,M,20000-40000
8938,5300,2010000334689,0,65+,M,<=0
8939,5401,2010000334689,0,65+,M,<=0
8940,5402,2010000334689,0,65+,M,<=0
8941,5500,2010000334689,0,65+,M,<=0
8942,5600,2010000334689,0,65+,M,<=0
8943,5701,2010000334689,0,65+,M,<=0
8944,5702,2010000334689,0,65+,M,<=0
8945,5800,2010000334689,0,65+,M,100000+
8946,10100,2010000334689,0,65+,M,20000-40000
8947,10204,2010000334689,0,65+,M,<=0
8948,10300,2010000334689,0,65+,M,<=0
8949,10400,2010000334689,0,65+,M,<=0
8950,10500,2010000334689,0,65+,M,<=0
8951,10601,2010000334689,0,65+,M,0-20000
8952,10603,2010000334689,0,65+,M,20000-40000
8953,10604,2010000334689,0,65+,M,0-20000
8954,10700,2010000334689,0,65+,M,40000-80000
8955,10800,2010000334689,0,65+,M,0-20000
8956,10900,2010000334689,0,65+,M,<=0
8957,11000,2010000334689,0,65+,M,0-20000
8958,11100,2010000334689,0,65+,M,<=0
8959,301,2010000334689,0,65+,F,<=0
8960,302,2010000334689,0,65+,F,0-20000
8961,402,2010000334689,0,65+,F,<=0
8962,500,2010000334689,0,65+,F,<=0
8963,700,2010000334689,0,65+,F,<=0
8964,800,2010000334689,0,65+,F,<=0
8965,901,2010000334689,0,65+,F,<=0
8966,902,2010000334689,0,65+,F,<=0
8967,1000,2010000334689,0,65+,F,0-20000
8968,1100,2010000334689,0,65+,F,<=0
8969,1201,2010000334689,0,65+,F,<=0
8970,1203,2010000334689,0,65+,F,<=0
8971,1204,2010000334689,0,65+,F,<=0
8972,1205,2010000334689,0,65+,F,<=0
8973,1301,2010000334689,0,65+,F,<=0
8974,1302,2010000334689,0,65+,F,<=0
8975,1400,2010000334689,0,65+,F,<=0
8976,5300,2010000334689,0,65+,F,<=0
8977,5401,2010000334689,0,65+,F,<=0
8978,5402,2010000334689,0,65+,F,<=0
8979,5500,2010000334689,0,65+,F,<=0
8980,5600,2010000334689,0,65+,F,<=0
8981,5701,2010000334689,0,65+,F,<=0
8982,5702,2010000334689,0,65+,F,<=0
8983,5800,2010000334689,0,65+,F,0-20000
8984,10100,2010000334689,0,65+,F,<=0
8985,10204,2010000334689,0,65+,F,<=0
8986,10300,2010000334689,0,65+,F,<=0
8987,10400,2010000334689,0,65+,F,<=0
8988,10500,2010000334689,0,65+,F,40000-80000
8989,10601,2010000334689,0,65+,F,<=0
8990,10603,2010000334689,0,65+,F,<=0
8991,10604,2010000334689,0,65+,F,<=0
8992,10700,2010000334689,0,65+,F,<=0
