"","SERIALNO","PUMA","WGTP","NP","VEH","FINCP"
828,1118240,2100,0,1,0,0
829,1121413,2100,150,1,0,9300
830,1121636,2100,0,1,0,0
831,1121647,2100,54,3,1,21800
832,1121841,2100,71,4,3,99721
833,1123305,2100,133,2,2,60080
834,1123583,2100,197,0,0,0
835,1123799,2100,227,0,0,0
836,1125489,2100,143,5,3,140480
837,1125818,2100,81,2,2,126000
838,1128344,2100,32,4,0,4800
839,1128771,2100,23,3,4,112000
840,1132285,2100,57,2,2,17100
841,1136449,2100,0,1,0,0
842,1139118,2100,45,2,2,82100
843,1142915,2100,0,1,0,0
844,1143035,2100,108,1,1,39700
845,1145852,2100,147,2,2,215000
846,1146559,2100,96,2,2,57000
847,1148290,2100,71,5,3,148400
848,1150274,2100,182,1,1,68410
849,1154687,2100,143,3,3,320500
850,1155809,2100,101,4,1,8500
851,1155968,2100,0,1,0,0
852,1156709,2100,190,0,0,0
853,1158527,2100,112,1,0,0
854,1158688,2100,140,1,0,25300
855,1158770,2100,154,4,1,65200
856,1161145,2100,36,2,2,134100
857,1161248,2100,158,0,0,0
858,1164481,2100,124,3,6,81700
859,1165693,2100,0,1,0,0
860,1167861,2100,89,1,0,29700
861,1168253,2100,134,5,2,94500
862,1170088,2100,14,4,3,33200
863,1172553,2100,76,1,1,21000
864,1172818,2100,74,2,1,90000
865,1174637,2100,42,2,2,206800
866,1179673,2100,0,1,0,0
867,1181705,2100,0,1,0,0
868,1184081,2100,64,1,2,55000
869,1187095,2100,0,1,0,0
870,1190264,2100,0,1,0,0
871,1191161,2100,151,1,1,35010
872,1192463,2100,0,1,0,0
873,1195079,2100,125,1,1,34900
874,1196544,2100,69,0,0,0
875,1197343,2100,102,1,1,26400
876,1199172,2100,10,2,2,77800
877,1199536,2100,163,0,0,0
878,1199653,2100,92,2,2,88200
879,1200298,2100,22,1,2,45000
880,1200846,2100,19,2,2,41610
881,1203397,2100,153,3,2,2e+05
882,1203811,2100,0,1,0,0
883,1205209,2100,12,5,2,58000
884,1206913,2100,0,1,0,0
885,1208187,2100,140,3,5,78000
886,1208302,2100,157,1,0,15000
887,1210668,2100,17,4,2,30000
888,1210829,2100,0,1,0,0
889,1213040,2100,23,2,2,76000
890,1213066,2100,126,5,2,75050
891,1214014,2100,78,4,1,29350
892,1215641,2100,133,2,2,137000
893,1217311,2100,90,1,1,32900
894,1217747,2100,0,1,0,0
895,1217858,2100,14,4,3,101000
896,1223032,2100,93,4,1,50000
897,1223688,2100,120,1,1,47500
898,1225096,2100,190,2,2,50800
899,1225211,2100,0,1,0,0
900,1227757,2100,0,1,0,0
901,1228670,2100,0,1,0,0
902,1229629,2100,0,1,0,0
903,1230272,2100,174,1,1,48300
904,1231180,2100,169,1,1,84000
905,1232608,2100,125,1,1,40000
906,1233329,2100,0,1,0,0
907,1234155,2100,0,1,0,0
908,1234245,2100,88,4,2,135000
909,1236496,2100,30,2,2,46000
910,1237056,2100,140,3,2,63000
911,1237800,2100,74,4,2,8000
912,1237941,2100,186,0,0,0
913,1238745,2100,27,2,3,91400
914,1240899,2100,71,3,0,0
915,1242648,2100,81,1,1,185000
916,1242806,2100,12,2,2,82800
917,1244124,2100,50,0,0,0
918,1245250,2100,50,5,1,31000
919,1246212,2100,79,2,1,92001
920,1247440,2100,181,0,0,0
921,1247458,2100,103,7,3,66700
922,1248355,2100,21,1,1,29400
923,1248618,2100,88,4,2,150030
924,1248939,2100,0,1,0,0
925,1249561,2100,78,2,6,47100
926,1249777,2100,128,2,1,71000
927,1250932,2100,110,3,3,93600
928,1256935,2100,58,1,1,27000
929,1258943,2100,110,2,3,28000
930,1261353,2100,68,2,1,34000
931,1263661,2100,94,2,2,230000
932,1266750,2100,161,2,2,33000
933,1266819,2100,0,1,0,0
934,1268166,2100,121,2,2,46000
935,1268652,2100,69,1,1,90000
936,1268910,2100,0,1,0,0
937,1270722,2100,0,1,0,0
938,1273091,2100,134,2,1,59000
939,1273149,2100,420,2,2,40000
940,1274203,2100,48,4,2,173000
941,1274954,2100,80,1,1,16210
942,1277001,2100,0,1,0,0
943,1277463,2100,14,3,2,55000
944,1277744,2100,431,0,0,0
945,1277889,2100,29,2,2,33000
946,1279463,2100,24,4,2,56500
947,1279838,2100,10,2,2,59600
948,1280061,2100,73,2,2,124120
949,1280681,2100,28,1,1,30000
950,1282753,2100,96,4,2,177100
951,1285918,2100,136,4,2,93000
952,1286190,2100,129,2,1,36000
953,1286630,2100,0,1,0,0
954,1288875,2100,99,3,2,150000
955,1289257,2100,18,1,1,11300
956,1289626,2100,128,2,2,802500
957,1291155,2100,99,1,1,61000
958,1292655,2100,0,1,0,0
959,1292661,2100,178,1,1,31100
960,1293090,2100,0,1,0,0
961,1296392,2100,82,6,3,90004
962,1296766,2100,84,3,3,108400
963,1298575,2100,8,0,0,0
964,1298736,2100,93,1,1,53000
965,1301290,2100,30,3,2,101000
966,1301424,2100,220,0,0,0
967,1304321,2100,110,2,4,161300
968,1304913,2100,28,2,2,67000
969,1305033,2100,75,0,0,0
970,1306135,2100,10,3,2,31500
971,1307248,2100,18,2,2,48000
972,1309407,2100,82,3,6,29800
973,1310409,2100,0,1,0,0
974,1314018,2100,21,4,1,108500
975,1319080,2100,0,1,0,0
976,1320709,2100,83,1,1,5000
977,1320806,2100,29,2,3,84000
978,1320850,2100,155,4,2,213500
979,1320888,2100,49,2,3,114600
980,1322013,2100,13,2,2,79000
981,1323032,2100,261,1,1,10000
982,1323597,2100,336,0,0,0
983,1324864,2100,36,1,1,27400
984,1329167,2100,75,2,1,5000
985,1329250,2100,0,1,0,0
986,1330206,2100,0,1,0,0
987,1333693,2100,27,1,1,47000
988,1334122,2100,107,4,3,110000
989,1335754,2100,0,1,0,0
990,1336211,2100,118,2,3,66000
991,1340207,2100,24,1,1,12900
992,1342092,2100,122,5,2,15600
993,1343093,2100,0,1,0,0
994,1345874,2100,37,1,1,37240
995,1348486,2100,0,1,0,0
996,1348665,2100,70,1,1,62000
997,1351595,2100,61,2,2,274600
998,1355269,2100,71,1,1,38800
999,1358733,2100,0,1,0,0
1000,1358977,2100,0,1,0,0
1001,1361326,2100,0,1,0,0
1002,1361772,2100,0,1,0,0
1003,1362004,2100,20,5,3,178000
1004,1362201,2100,13,4,2,50000
1005,1369098,2100,130,2,2,46700
1006,1369654,2100,0,1,0,0
1007,1370258,2100,331,0,0,0
1008,1370488,2100,51,2,0,40400
1009,1370534,2100,12,2,2,47100
1010,1371133,2100,0,1,0,0
1011,1372728,2100,136,1,1,27000
1012,1374293,2100,0,1,0,0
1013,1375178,2100,94,1,2,78000
1014,1375892,2100,0,1,0,0
1015,1376268,2100,98,2,1,20000
1016,1377236,2100,18,3,2,22000
1017,1379935,2100,17,2,4,94900
1018,1382112,2100,0,1,0,0
1019,1382430,2100,0,1,0,0
1020,1383540,2100,0,1,0,0
1021,1384665,2100,23,1,1,26300
1022,1386270,2100,81,2,2,62200
1023,1387845,2100,113,4,4,97000
1024,1390625,2100,198,0,0,0
1025,1392925,2100,197,1,0,2000
1026,1393494,2100,18,1,1,60000
1027,1393626,2100,49,1,1,82400
1028,1399638,2100,125,1,1,42900
1029,1401315,2100,75,2,2,92000
1030,1401930,2100,60,1,0,23000
1031,1402212,2100,67,5,1,5400
1032,1402357,2100,0,1,0,0
1033,1403158,2100,61,5,3,25200
1034,1405227,2100,0,1,0,0
1035,1406928,2100,0,1,0,0
1036,1408085,2100,0,1,0,0
1037,1411706,2100,16,1,1,30500
1038,1413249,2100,130,3,3,124000
1039,1414789,2100,115,4,1,80400
1040,1415740,2100,169,5,3,110400
1041,1416557,2100,191,0,0,0
1042,1417796,2100,23,2,2,56000
1043,1418430,2100,344,0,0,0
1044,1419413,2100,0,1,0,0
1045,1423822,2100,144,3,1,79600
1046,1427676,2100,348,2,4,75000
1047,1429443,2100,140,2,1,44000
1048,1431302,2100,68,2,3,79900
1049,1431834,2100,0,1,0,0
1050,1432941,2100,112,5,4,125500
1051,1437957,2100,110,2,2,30400
1052,1446852,2100,85,1,1,11000
1053,1447738,2100,19,2,3,156000
1054,1450599,2100,29,0,0,0
1055,1451963,2100,27,1,1,0
1056,1452700,2100,21,2,1,52000
1057,1452701,2100,12,4,1,0
1058,1452913,2100,229,4,2,45000
1059,1455072,2100,108,1,1,40400
1060,1456127,2100,41,3,5,128320
1061,1456150,2100,124,4,2,31000
1062,1458465,2100,79,1,0,22500
1063,1462360,2100,170,2,1,73600
1064,1462770,2100,94,1,1,93900
1065,1464565,2100,0,1,0,0
1066,1467981,2100,24,2,3,105220
1067,1467982,2100,140,1,1,69800
1068,1468236,2100,48,1,1,0
1069,1468261,2100,102,2,0,8000
1070,1469032,2100,21,2,2,113000
1071,1469082,2100,92,4,0,14000
1072,1469909,2100,128,2,2,73600
1073,1473583,2100,133,1,1,16200
1074,1476211,2100,160,2,3,190000
1075,1479693,2100,0,1,0,0
1076,1480172,2100,29,5,3,108000
1077,1481111,2100,0,1,0,0
1078,1481346,2100,0,1,0,0
1079,1481700,2100,0,1,0,0
1080,1483033,2100,65,2,2,217100
1081,1484065,2100,84,3,2,37400
1082,1484508,2100,13,1,1,257000
1083,1485696,2100,29,1,1,17700
1084,1488185,2100,0,1,0,0
1085,1488981,2100,134,1,1,39000
1086,1489498,2100,52,4,3,89500
1087,1489922,2100,68,2,2,96850
1088,1490555,2100,0,1,0,0
1089,1492979,2100,138,1,1,25000
1090,1493101,2100,247,1,1,17000
1091,1493697,2100,0,1,0,0
1092,1494248,2100,295,1,2,27000
1093,1495085,2100,131,3,1,28000
1094,1496384,2100,183,0,0,0
1095,1498372,2100,93,4,3,90000
1096,1499345,2100,79,4,3,61200
1097,1500017,2100,0,1,0,0
1098,1501884,2100,0,1,0,0
1099,1502124,2100,22,4,2,109700
1100,1504171,2100,0,1,0,0
1101,1505191,2100,105,2,3,151100
1102,1507026,2100,0,1,0,0
1103,1507326,2100,229,2,3,150000
1104,1509111,2100,362,1,2,6800
1105,1511162,2100,187,1,1,7100
1106,1511432,2100,57,5,4,125000
1107,1512231,2100,0,1,0,0
1108,1512983,2100,40,7,2,45170
